budget(in million),revenue(in million),content_score,user_score,genres,director,release_year,release_month,release_day,release_weekday,run_time (in minuts),title,url
nan,nan,100,53,Horror,Adam Ethan Crow,2021,11,9,1,96,Lair,https://www.themoviedb.org/movie/799982
nan,nan,100,69,"Romance,Drama",Glenn Leyburn,2020,2,14,4,92,Ordinary Love,https://www.themoviedb.org/movie/588787
nan,nan,100,65,"Horror,Mystery,Thriller",Ataru Oikawa,2009,4,18,5,106,Shrill Cries: Reshuffle,https://www.themoviedb.org/movie/68557
nan,nan,100,64,Drama,Agnieszka Holland,2020,8,20,3,118,Charlatan,https://www.themoviedb.org/movie/501738
9.6,5.383097,100,66,Drama,James Vanderbilt,2015,10,30,4,125,Truth,https://www.themoviedb.org/movie/300693
nan,nan,100,68,"Action,Crime,Thriller",Lewis John Carlino,1972,11,17,4,100,The Mechanic,https://www.themoviedb.org/movie/19403
14.390509,nan,100,75,"Adventure,Drama,Romance",Luc Besson,1988,8,19,4,168,The Big Blue,https://www.themoviedb.org/movie/175
20.0,6.485961,100,71,"Comedy,Drama,War",Alejandro Monteverde,2015,4,23,3,106,Little Boy,https://www.themoviedb.org/movie/256962
nan,0.092076,100,57,"Action,Adventure,Drama,Fantasy",Sturla Gunnarsson,2005,9,14,2,103,Beowulf & Grendel,https://www.themoviedb.org/movie/5471
4.0,43.498108,100,71,"Action,Thriller,Crime,Mystery",Daniel Alfredson,2010,10,29,4,147,The Girl Who Kicked the Hornet's Nest,https://www.themoviedb.org/movie/33613
nan,nan,100,61,"Comedy,Drama,Romance",Brian Robbins,1999,1,15,4,106,Varsity Blues,https://www.themoviedb.org/movie/14709
nan,nan,100,69,"Drama,Comedy",Cédric Klapisch,2017,6,14,2,113,Back to Burgundy,https://www.themoviedb.org/movie/432087
30.0,1.451343,100,62,Drama,Don Roos,2011,2,4,4,98,The Other Woman,https://www.themoviedb.org/movie/52505
30.0,81.471882,100,64,"Drama,Romance,Comedy",Forest Whitaker,1998,5,29,4,114,Hope Floats,https://www.themoviedb.org/movie/9715
1.0,3.713768,100,72,"Adventure,Animation,Drama",Martin Rosen,1978,10,31,1,88,Watership Down,https://www.themoviedb.org/movie/11837
nan,nan,100,67,"Thriller,Crime",Fernando González Molina,2020,4,17,4,121,The Legacy of the Bones,https://www.themoviedb.org/movie/613099
9.5,14.77676,100,74,"Animation,Drama,Comedy",Sylvain Chomet,2003,8,29,4,80,The Triplets of Belleville,https://www.themoviedb.org/movie/9662
0.018,0.008811,100,79,"Drama,Horror,Thriller,Crime",Hans Janowitz,1921,3,19,5,77,The Cabinet of Dr. Caligari,https://www.themoviedb.org/movie/234
0.210297,nan,93,73,Documentary,Paul Owens,2012,12,23,6,104,Minecraft: The Story of Mojang,https://www.themoviedb.org/movie/151870
8.0,nan,100,73,Thriller,Giuseppe Tornatore,2006,10,19,3,118,The Unknown Woman,https://www.themoviedb.org/movie/10886
nan,nan,100,72,Drama,Kantemir Balagov,2020,1,29,2,134,Beanpole,https://www.themoviedb.org/movie/517148
21.55545,11.652157,100,75,"Drama,Mystery",Michael Haneke,2009,10,7,2,144,The White Ribbon,https://www.themoviedb.org/movie/37903
16.0,1.575749,100,61,Drama,Anne Fontaine,2013,9,6,4,100,Adore,https://www.themoviedb.org/movie/111190
nan,2.39928,100,53,"Fantasy,Science Fiction,Family",Ishirō Honda,1971,12,8,2,70,All Monsters Attack,https://www.themoviedb.org/movie/39462
nan,nan,100,72,"Animation,Crime,Thriller",Kenji Kodama,2000,4,22,5,100,Detective Conan: Captured in Her Eyes,https://www.themoviedb.org/movie/20677
4.0,56.666667,100,77,Drama,Stanley Kramer,1967,12,12,1,108,Guess Who's Coming to Dinner,https://www.themoviedb.org/movie/1879
nan,nan,100,62,"Drama,Fantasy",Michel Gondry,2013,10,10,3,131,Mood Indigo,https://www.themoviedb.org/movie/157820
7.0,54.6,100,71,"Drama,History",George Clooney,2005,11,4,4,93,"Good Night, and Good Luck.",https://www.themoviedb.org/movie/3291
nan,11.23422,100,65,"Animation,Adventure,Family,Comedy,Fantasy",Eddie Lateste,1983,11,25,4,72,The Smurfs and the Magic Flute,https://www.themoviedb.org/movie/53566
nan,nan,100,61,"Animation,Science Fiction",Atsuya Uki,2009,8,22,5,27,Cencoroll,https://www.themoviedb.org/movie/37928
nan,nan,100,63,Family,Harvey Lowry,2019,10,17,3,90,Christmas in the Heartland,https://www.themoviedb.org/movie/485612
nan,nan,100,53,"Drama,Comedy,Thriller,Crime",E.L. Katz,2017,4,28,4,95,Small Crimes,https://www.themoviedb.org/movie/411405
3.0,78.768613,100,67,"Comedy,Romance",Emilio Martínez Lázaro,2014,3,14,4,98,Spanish Affair,https://www.themoviedb.org/movie/236737
nan,0.000303,100,67,"Music,Comedy,Drama",Allan Moyle,1995,9,22,4,90,Empire Records,https://www.themoviedb.org/movie/13531
12.0,0.20494,100,58,"Crime,Comedy",Sacha Gervasi,2011,4,8,4,108,Henry's Crime,https://www.themoviedb.org/movie/53172
70.0,39.041505,100,70,"Adventure,Drama,History",Alejandro Amenábar,2009,10,9,4,127,Agora,https://www.themoviedb.org/movie/26428
5.0,0.295206,100,63,Comedy,David Wain,2001,7,27,4,97,Wet Hot American Summer,https://www.themoviedb.org/movie/2171
nan,nan,100,66,"Comedy,Drama,Romance",Cédric Klapisch,2014,5,16,4,117,Chinese Puzzle,https://www.themoviedb.org/movie/206408
7.0,12.4,100,57,"Animation,Fantasy,Family",Vladlen Barbe,2012,12,31,0,76,The Snow Queen,https://www.themoviedb.org/movie/164372
5.5,5.483299,100,66,"Drama,Comedy",Zach Braff,2014,8,13,2,107,Wish I Was Here,https://www.themoviedb.org/movie/231576
nan,nan,71,66,"Animation,Family,Music,Comedy",Bud Luckey,2003,11,4,1,5,Boundin',https://www.themoviedb.org/movie/13062
nan,nan,100,62,Thriller,Deon Taylor,2020,12,18,4,102,Fatale,https://www.themoviedb.org/movie/549514
nan,nan,100,63,Comedy,Tarek Boudali,2017,10,25,2,92,"Marry Me, Dude",https://www.themoviedb.org/movie/432613
25.0,51.549674,100,55,"Comedy,Family",Roger Kumble,2008,3,7,4,83,College Road Trip,https://www.themoviedb.org/movie/13493
3.0,15.119639,100,70,"Comedy,Drama,Romance",P.J. Hogan,1995,3,31,4,106,Muriel's Wedding,https://www.themoviedb.org/movie/236
nan,nan,100,69,Drama,Sion Sono,2017,12,29,4,78,Antiporno,https://www.themoviedb.org/movie/414770
15.0,3.533227,100,61,"Horror,Mystery,Fantasy",Ryûhei Kitamura,2008,8,7,3,98,The Midnight Meat Train,https://www.themoviedb.org/movie/10185
0.1,11.0,100,61,"Drama,History,War",D. W. Griffith,1915,2,8,0,193,The Birth of a Nation,https://www.themoviedb.org/movie/618
nan,nan,21,0,Documentary,Rainer Sarnet,2021,11,19,4,80,The Diary of Vaino Vahing,https://www.themoviedb.org/movie/894502
nan,14.789113,100,65,"Drama,Thriller",Brian Gilbert,1991,1,11,4,116,Not Without My Daughter,https://www.themoviedb.org/movie/9585
nan,nan,21,0,Documentary,Wilmarc Val,2021,11,19,4,25,Brave,https://www.themoviedb.org/movie/891067
nan,nan,100,80,"Drama,History",David Pablos,2021,5,12,2,99,Dance of the Forty One,https://www.themoviedb.org/movie/660637
nan,nan,100,79,"Drama,Romance,War",Zhang Yimou,1994,9,30,4,133,To Live,https://www.themoviedb.org/movie/31439
nan,nan,100,72,"Fantasy,Romance",Lev Grossman,2021,2,12,4,99,The Map of Tiny Perfect Things,https://www.themoviedb.org/movie/672647
nan,15.730665,100,73,"Animation,Family,Adventure,Fantasy,Comedy",Benoît Philippon,2015,2,5,3,86,Mune: Guardian of the Moon,https://www.themoviedb.org/movie/323661
nan,nan,100,nan,"Romance,Comedy,Drama",Michael Mayer,2021,12,2,3,99,Single All the Way,https://www.themoviedb.org/movie/810873
8.0,1.653792,100,57,"Comedy,Drama,Romance",Julie Delpy,2012,8,10,4,91,2 Days in New York,https://www.themoviedb.org/movie/84165
nan,nan,56,0,Documentary,Charles Duquet,2021,11,19,4,16,Under The Sleeping Mountain,https://www.themoviedb.org/movie/888155
9.0,13.277558,100,66,"Horror,Mystery,Thriller",Frank De Felitta,1983,2,4,4,125,The Entity,https://www.themoviedb.org/movie/24740
10.0,2.995811,100,64,"Music,Drama",Floria Sigismondi,2010,3,19,4,106,The Runaways,https://www.themoviedb.org/movie/27586
nan,nan,100,70,"Drama,Comedy",Tamara Jenkins,2018,10,5,4,123,Private Life,https://www.themoviedb.org/movie/458342
nan,nan,93,63,"Documentary,Drama",Leon Gast,2014,12,31,2,106,Manny,https://www.themoviedb.org/movie/253295
nan,nan,93,54,Comedy,Tyler Spindel,2018,7,20,4,94,Father of the Year,https://www.themoviedb.org/movie/531949
nan,nan,100,52,"Family,Adventure,Comedy,Music,Fantasy,TV Movie",Kirk R. Thatcher,2005,5,20,4,87,The Muppets' Wizard of Oz,https://www.themoviedb.org/movie/20910
22.5,15.520023,100,68,"War,Drama",Russell Crowe,2015,4,24,4,112,The Water Diviner,https://www.themoviedb.org/movie/256917
nan,13.842409,71,61,Documentary,David Douglas,2014,4,3,3,39,Island of Lemurs: Madagascar,https://www.themoviedb.org/movie/240704
nan,nan,100,41,"Horror,Thriller",Rustam Branaman,2015,3,15,6,81,The Culling,https://www.themoviedb.org/movie/309889
10.0,0.303877,100,58,"Drama,Romance,War",Angelina Jolie,2011,12,23,4,127,In the Land of Blood and Honey,https://www.themoviedb.org/movie/79777
nan,nan,100,60,"Thriller,Action",Don Michael Paul,2014,9,30,1,94,Sniper: Legacy,https://www.themoviedb.org/movie/290729
21.5,nan,100,70,"Crime,Drama,Thriller,Mystery",Mark Pellington,1999,7,9,4,117,Arlington Road,https://www.themoviedb.org/movie/1073
nan,nan,100,62,"TV Movie,Action,Adventure,Fantasy,Science Fiction",Philip DeGuere Jr.,1978,9,6,2,93,Dr. Strange,https://www.themoviedb.org/movie/50468
nan,nan,100,80,"Animation,Comedy",Keiichi Hara,2001,4,21,5,90,Crayon Shin-chan: Fierceness That Invites Storm! The Adult Empire Strikes Back,https://www.themoviedb.org/movie/37280
nan,nan,100,66,"Action,Crime,Thriller",Olivier Megaton,2020,6,5,4,149,The Last Days of American Crime,https://www.themoviedb.org/movie/339095
nan,nan,56,76,"Horror,Action,Animation,Drama",unknown,2015,9,30,2,30,Tokyo Ghoul: Jack,https://www.themoviedb.org/movie/483685
nan,14.682943,100,74,Drama,Sherry Hormann,2009,10,9,4,120,Desert Flower,https://www.themoviedb.org/movie/33997
32.0,152.036382,100,63,"Drama,Fantasy,Romance,Science Fiction",Jon Turteltaub,1996,7,5,4,123,Phenomenon,https://www.themoviedb.org/movie/9294
nan,nan,100,60,"Science Fiction,Mystery,Drama,Thriller,Horror",Aaron Hann,2015,10,16,4,87,Circle,https://www.themoviedb.org/movie/335866
nan,nan,100,66,"Animation,Comedy",Ernst Kahl,1990,11,29,3,93,Werner - Beinhart!,https://www.themoviedb.org/movie/9742
nan,0.237708,100,74,"Thriller,Drama,Music",Ash Avildsen,2017,10,13,4,111,American Satan,https://www.themoviedb.org/movie/451751
nan,nan,100,54,Comedy,Nicolas Cuche,2021,9,15,2,100,Spoiled Brats,https://www.themoviedb.org/movie/671043
0.3,nan,100,52,Horror,Andrew Jones,2020,7,21,1,90,The Legend of Halloween Jack,https://www.themoviedb.org/movie/550412
nan,nan,86,0,Documentary,Carla Camurati,2021,11,18,3,nan,8 Presidentes 1 Juramento: A História de um Tempo Presente,https://www.themoviedb.org/movie/896559
nan,nan,100,0,"Action,Thriller",A. C. Mugil,2021,11,19,4,nan,Pon Manickavel,https://www.themoviedb.org/movie/536591
nan,nan,100,58,"Thriller,Drama",Joseph Ruben,2014,1,4,5,90,Penthouse North,https://www.themoviedb.org/movie/199591
nan,nan,100,61,"Action,Adventure,Comedy,Crime,Drama",James Glickenhaus,1985,8,23,4,91,The Protector,https://www.themoviedb.org/movie/45408
nan,nan,100,59,"Drama,Thriller,Horror",Adam Schindler,2016,1,15,4,90,Intruders,https://www.themoviedb.org/movie/333674
nan,nan,93,66,"Animation,TV Movie,Comedy,Family",Charles A. Nichols,1977,12,7,2,48,A Flintstone Christmas,https://www.themoviedb.org/movie/26542
13.0,nan,100,58,"Comedy,Family",Rupert Wainwright,1994,2,11,4,93,Blank Check,https://www.themoviedb.org/movie/13962
nan,nan,100,60,"Adventure,Comedy,Family,TV Movie",Michael Swerdlick,2003,11,15,5,90,The Challenge,https://www.themoviedb.org/movie/44899
3.9,28.35,100,74,"Drama,History",Fred Zinnemann,1966,12,16,4,120,A Man for All Seasons,https://www.themoviedb.org/movie/874
3.6846,nan,100,75,Drama,Héctor Babenco,2003,3,21,4,148,Carandiru,https://www.themoviedb.org/movie/8440
10.0,0.089237,100,63,"Drama,Fantasy,Thriller",Neil Jordan,2013,6,28,4,118,Byzantium,https://www.themoviedb.org/movie/102780
nan,nan,100,74,"Thriller,Crime,Drama",Park Hoon-jung,2013,2,21,3,134,New World,https://www.themoviedb.org/movie/165213
nan,32.47412,100,59,Action,Dito Montiel,2009,4,24,4,105,Fighting,https://www.themoviedb.org/movie/17336
8.5,16.209459,100,58,"Action,Crime,Thriller",John Irvin,1986,6,6,4,106,Raw Deal,https://www.themoviedb.org/movie/2099
nan,nan,100,57,Action,Brian Skiba,2020,12,14,0,93,The 2nd,https://www.themoviedb.org/movie/724717
nan,nan,100,75,"Comedy,Crime,Mystery,TV Movie",Steve Franks,2018,4,13,4,80,Psych: The Movie,https://www.themoviedb.org/movie/457840
nan,nan,100,65,"Thriller,Horror",Jeremy Lutter,2019,5,9,3,92,The Hollow Child,https://www.themoviedb.org/movie/433419
nan,nan,100,69,"Drama,Romance",Léa Pool,2001,1,21,6,103,Lost and Delirious,https://www.themoviedb.org/movie/17612
nan,0.684351,86,56,"Action,Thriller",Alan Mehrez,1996,3,1,4,90,Bloodsport II,https://www.themoviedb.org/movie/25087
nan,nan,100,54,"Action,Thriller",Luke Goss,2017,1,1,6,96,Your Move,https://www.themoviedb.org/movie/490017
9.0,41.590886,100,72,"Crime,Drama,Thriller",Takashi Bufford,1996,11,6,2,123,Set It Off,https://www.themoviedb.org/movie/9400
50.0,8.342132,100,66,"Mystery,Thriller,Drama",Marc Forster,2005,10,21,4,99,Stay,https://www.themoviedb.org/movie/8066
20.0,60.072596,100,65,"Comedy,Romance",Tyler Perry,2010,4,2,4,121,Why Did I Get Married Too?,https://www.themoviedb.org/movie/35688
5.0,43.884652,100,75,Drama,Richard Glatzer,2014,12,5,4,101,Still Alice,https://www.themoviedb.org/movie/284293
nan,nan,100,71,"Adventure,Crime,Drama,Thriller",Stephen Daldry,2015,10,9,4,112,Trash,https://www.themoviedb.org/movie/206563
80.0,34.566746,100,70,Thriller,Roger Donaldson,2000,12,24,6,145,Thirteen Days,https://www.themoviedb.org/movie/11973
nan,19.474589,100,64,"Comedy,Family,Romance",Andy Tennant,1995,11,17,4,101,It Takes Two,https://www.themoviedb.org/movie/33689
6.0,57.231524,93,62,"Drama,Comedy,Romance",Tyler Perry,2006,2,24,4,110,Madea's Family Reunion,https://www.themoviedb.org/movie/16781
30.0,105.834556,100,68,"Drama,Comedy",Alexander Payne,2002,12,13,4,125,About Schmidt,https://www.themoviedb.org/movie/2755
nan,nan,100,72,"Action,Adventure,Family,Fantasy",Ludwig Berger,1940,12,25,2,106,The Thief of Bagdad,https://www.themoviedb.org/movie/12232
2.0,nan,100,66,Action,Miguel A. Ferrer,2017,3,16,3,90,Female Fight Squad,https://www.themoviedb.org/movie/440777
nan,2.063312,100,79,Documentary,Gabriela Cowperthwaite,2013,7,19,4,83,Blackfish,https://www.themoviedb.org/movie/158999
20.0,67.192859,100,50,"Thriller,Horror,Drama,Mystery",Stephen T. Kay,2005,2,4,4,89,Boogeyman,https://www.themoviedb.org/movie/8968
nan,nan,21,53,Horror,Christopher Downie,2006,11,6,0,6,A Child's Play Story: Chucky's Revenge,https://www.themoviedb.org/movie/226438
25.0,11.137801,100,66,"Adventure,Family,Fantasy",Walter Murch,1985,6,21,4,109,Return to Oz,https://www.themoviedb.org/movie/13155
4.5,nan,100,59,"Thriller,Mystery,Science Fiction",Arnold Bucher,2009,9,24,3,120,Cargo,https://www.themoviedb.org/movie/34069
nan,14.332467,100,55,"Thriller,Horror",Johannes Roberts,2016,3,11,4,96,The Other Side of the Door,https://www.themoviedb.org/movie/364116
5.0,40.356,100,70,"Adventure,Family",Johann David Wyss,1960,12,21,2,126,Swiss Family Robinson,https://www.themoviedb.org/movie/18444
nan,nan,100,66,"Adventure,Comedy,Fantasy,Mystery",Takashi Shimizu,2014,3,1,5,108,Kiki's Delivery Service,https://www.themoviedb.org/movie/252391
nan,5.738952,100,73,"Drama,Music,Mystery,Romance",Walter Hill,1986,3,14,4,99,Crossroads,https://www.themoviedb.org/movie/15392
35.0,63.215872,100,60,"Action,Adventure,Drama,History",Robert Redford,2007,10,22,0,92,Lions for Lambs,https://www.themoviedb.org/movie/4515
24.0,nan,100,60,"Comedy,Crime,Thriller",Neil LaBute,2000,9,8,4,108,Nurse Betty,https://www.themoviedb.org/movie/10480
nan,nan,100,66,Western,John Farrow,1953,11,25,2,83,Hondo,https://www.themoviedb.org/movie/6529
nan,nan,100,57,"Thriller,Horror",Dennis Iliadis,2018,5,10,3,96,Delirium,https://www.themoviedb.org/movie/340601
nan,nan,100,69,"Action,Comedy",Jackie Chan,1980,2,9,5,107,The Young Master,https://www.themoviedb.org/movie/11563
nan,1.60857,100,75,Drama,Alan Duff,1995,9,14,3,99,Once Were Warriors,https://www.themoviedb.org/movie/527
nan,nan,64,84,Documentary,Mike Slee,2015,9,10,3,95,Colombia: Wild Magic,https://www.themoviedb.org/movie/364375
nan,nan,79,62,"Comedy,Horror",Petter Baiestorf,2008,2,13,2,30,Bitches of Bloody Sex,https://www.themoviedb.org/movie/283716
nan,nan,100,78,Drama,Margaret Scarciano,2010,2,6,5,108,Temple Grandin,https://www.themoviedb.org/movie/33602
nan,nan,100,82,"Adventure,Drama,Family",Mark Drury Taylor,2019,12,6,4,95,Saving Flora,https://www.themoviedb.org/movie/570488
15.0,30.127963,100,66,Drama,Thomas Carter,2014,8,22,4,115,When the Game Stands Tall,https://www.themoviedb.org/movie/232679
nan,nan,71,72,"Drama,TV Movie",Tommy Lee Jones,2011,2,12,5,90,The Sunset Limited,https://www.themoviedb.org/movie/56831
nan,3.793614,100,39,"Science Fiction,Action",Ilene Chaiken,1996,5,3,4,98,Barb Wire,https://www.themoviedb.org/movie/11867
11.0,nan,93,64,"Drama,TV Movie",Jon Avnet,2011,11,27,6,95,Have a Little Faith,https://www.themoviedb.org/movie/88508
nan,nan,100,61,"Horror,Fantasy,Thriller",Gregory Widen,2000,3,14,1,103,The Prophecy 3: The Ascent,https://www.themoviedb.org/movie/9011
0.85,0.819939,100,69,"Drama,Comedy,Romance",C. Jay Cox,2004,1,30,4,108,Latter Days,https://www.themoviedb.org/movie/15708
nan,nan,71,58,,Marius Lesoeur,1976,1,1,3,nan,Paris Porno,https://www.themoviedb.org/movie/477214
nan,nan,100,60,Science Fiction,Royce Gorsuch,2018,7,3,1,90,Mad Genius,https://www.themoviedb.org/movie/464742
nan,nan,100,48,"Adventure,Science Fiction,Thriller,Mystery",Paul Ziller,2012,7,27,4,85,The Philadelphia Experiment,https://www.themoviedb.org/movie/122293
82.0,47.43443,100,73,"Comedy,Drama,History",Miloš Forman,1999,12,22,2,118,Man on the Moon,https://www.themoviedb.org/movie/1850
nan,nan,100,66,"Animation,Fantasy,Adventure","Arthur Rankin, Jr.",1980,5,11,6,98,The Return of the King,https://www.themoviedb.org/movie/1361
nan,nan,100,66,"Horror,Thriller,Mystery",Michael Morrissey,2021,8,20,4,117,The Girl Who Got Away,https://www.themoviedb.org/movie/855228
11.0,6.191746,100,64,Drama,Agnieszka Holland,2006,9,10,6,104,Copying Beethoven,https://www.themoviedb.org/movie/1590
0.4,nan,100,72,"Action,Adventure,Drama,Western",Alejandro Jodorowsky,1970,12,18,4,125,El Topo,https://www.themoviedb.org/movie/13041
nan,nan,100,60,"Comedy,Drama,Romance",Paul Weitz,2004,12,29,2,109,In Good Company,https://www.themoviedb.org/movie/1901
0.9,17.549645,100,74,Drama,Ryan Coogler,2013,7,26,4,82,Fruitvale Station,https://www.themoviedb.org/movie/157354
8.0,8.9466,100,72,"Horror,Mystery,Thriller",John Carpenter,1995,2,3,4,95,In the Mouth of Madness,https://www.themoviedb.org/movie/2654
nan,nan,100,73,Drama,Jacques Rivette,1991,9,4,2,238,La Belle Noiseuse,https://www.themoviedb.org/movie/12627
nan,40.693477,100,58,"Family,Comedy",Les Mayfield,1992,5,22,4,88,Encino Man,https://www.themoviedb.org/movie/10406
nan,0.75,100,73,Drama,Justin Chon,2021,9,17,4,119,Blue Bayou,https://www.themoviedb.org/movie/644089
12.0,31.179516,100,53,"Comedy,Family",Christopher Erskin,2004,4,7,2,97,Johnson Family Vacation,https://www.themoviedb.org/movie/19084
nan,nan,100,63,"Romance,Drama",Drake Doremus,2020,6,24,2,110,"Endings, Beginnings",https://www.themoviedb.org/movie/554908
nan,8.622757,100,71,"Comedy,Romance",David Greenwalt,1985,6,14,4,98,Secret Admirer,https://www.themoviedb.org/movie/24742
15.0,nan,100,47,"Thriller,Drama",Paul Schrader,2014,12,4,3,94,Dying of the Light,https://www.themoviedb.org/movie/297596
4.0,6.0,100,60,"Drama,Thriller",Alfred Hitchcock,1969,12,19,4,121,Topaz,https://www.themoviedb.org/movie/2370
nan,nan,100,66,Horror,Damien LeVeck,2020,8,13,3,94,The Cleansing Hour,https://www.themoviedb.org/movie/608994
nan,nan,100,61,"Action,Drama,Adventure,TV Movie",Nicholas Corea,1988,2,21,6,100,The Incredible Hulk Returns,https://www.themoviedb.org/movie/26881
32.4,34.59875,100,58,"Action,Comedy",Dany Boon,2017,2,1,2,105,R.A.I.D. Special Unit,https://www.themoviedb.org/movie/382597
nan,nan,100,53,"Horror,Comedy",Paul Hupfield,2009,3,16,0,86,Lesbian Vampire Killers,https://www.themoviedb.org/movie/18238
nan,nan,100,79,Science Fiction,Euros Lyn,2006,12,25,0,60,Doctor Who: The Runaway Bride,https://www.themoviedb.org/movie/282758
nan,nan,100,69,"Family,Music,TV Movie",Eric Daniel,2012,6,15,4,90,Let It Shine,https://www.themoviedb.org/movie/114955
nan,nan,100,56,"Animation,Family,Comedy",Reinhard Klooss,2010,10,7,3,93,Animals United,https://www.themoviedb.org/movie/50135
nan,nan,100,55,"Crime,Drama",Chase Palmer,2021,10,28,3,94,Naked Singularity,https://www.themoviedb.org/movie/624789
9.0,20.518905,100,56,Comedy,James Komack,1985,3,22,4,92,Porky's 3: Revenge,https://www.themoviedb.org/movie/23919
9.0,18.663238,100,74,"Music,Documentary,Family",Kevin Tancharoen,2011,8,12,4,84,Glee: The Concert Movie,https://www.themoviedb.org/movie/67675
nan,33.47285,100,56,Comedy,Kent Alterman,2008,2,29,4,91,Semi-Pro,https://www.themoviedb.org/movie/13260
26.0,34.585416,100,69,"Comedy,Drama,Romance,Music",Tom Hanks,1996,10,4,4,108,That Thing You Do!,https://www.themoviedb.org/movie/9591
nan,nan,100,83,"Crime,Drama,Romance",Edward Yang,1991,7,27,5,237,A Brighter Summer Day,https://www.themoviedb.org/movie/15804
nan,nan,100,75,Drama,Alan Ball,2020,11,25,2,95,Uncle Frank,https://www.themoviedb.org/movie/634544
nan,nan,100,61,"Family,Animation,Comedy,Fantasy",Gene Grillo,2011,8,23,1,59,Tom and Jerry & The Wizard of Oz,https://www.themoviedb.org/movie/72972
nan,0.13624,100,56,"Action,Thriller,Crime,Science Fiction",Adam Egypt Mortimer,2021,3,11,3,90,Archenemy,https://www.themoviedb.org/movie/727097
25.0,14.063331,100,60,"Science Fiction,Thriller",David Twohy,1996,5,31,4,115,The Arrival,https://www.themoviedb.org/movie/10547
nan,nan,100,75,"Comedy,Drama,Romance",Luis Buñuel,1977,10,8,5,103,That Obscure Object of Desire,https://www.themoviedb.org/movie/5781
nan,nan,100,51,"Drama,Romance",Jacky St. James,2018,12,13,3,88,American Kamasutra,https://www.themoviedb.org/movie/571346
nan,0.137547,100,59,"Horror,Thriller",Ivan Minin,2020,10,29,3,80,The Widow,https://www.themoviedb.org/movie/579872
nan,3.351735,100,57,"Drama,Comedy,Romance",Rebecca Miller,2016,4,27,2,98,Maggie's Plan,https://www.themoviedb.org/movie/312669
nan,nan,100,54,"Adventure,Horror",Umberto Lenzi,1983,11,11,4,93,Cannibal Ferox,https://www.themoviedb.org/movie/8691
7.8,22.441323,100,65,"Crime,Thriller",Emmanuèle Bernheim,2003,6,2,0,102,Swimming Pool,https://www.themoviedb.org/movie/302
22.0,17.709155,100,74,"Drama,War,Romance,History",Christian Carion,2005,11,9,2,116,Joyeux Noel,https://www.themoviedb.org/movie/11661
nan,nan,100,63,"Comedy,Horror,Drama",Robert Olsen,2019,9,20,4,90,Villains,https://www.themoviedb.org/movie/510388
8.0,106.26,100,76,Drama,Robert Benton,1979,12,19,2,105,Kramer vs. Kramer,https://www.themoviedb.org/movie/12102
40.0,13.644292,100,57,"Action,Drama,Crime",Pierre Morel,2015,2,19,3,115,The Gunman,https://www.themoviedb.org/movie/266396
5.0,12.0,100,68,"Drama,Action,Thriller,Science Fiction",Peter Hyams,1978,6,2,4,123,Capricorn One,https://www.themoviedb.org/movie/11935
nan,138.51023,100,57,"Romance,Comedy",Chris Columbus,1995,7,12,2,103,Nine Months,https://www.themoviedb.org/movie/11472
nan,nan,100,79,"Family,Animation,Adventure,Comedy,Fantasy",Alexey Tsitsilin,2018,12,21,4,87,The Snow Queen: Mirror Lands,https://www.themoviedb.org/movie/564145
3e-05,0.000103,100,66,"Family,Animation,Adventure,Comedy",Paul Demeyer,2000,9,14,3,78,Rugrats in Paris: The Movie,https://www.themoviedb.org/movie/16340
nan,nan,100,45,"Horror,Thriller",Tomm Coker,2007,6,1,4,92,Catacombs,https://www.themoviedb.org/movie/14126
nan,49.579269,100,65,"Action,Comedy,Crime,Thriller",Blake Edwards,1978,7,19,2,99,Revenge of the Pink Panther,https://www.themoviedb.org/movie/6081
nan,nan,100,64,"Animation,Adventure,Family,Comedy",Andrea Block,2019,1,25,4,88,Manou the Swift,https://www.themoviedb.org/movie/522887
nan,nan,100,63,Drama,Daniel Pearle,2018,6,1,4,92,A Kid Like Jake,https://www.themoviedb.org/movie/467917
22.0,nan,100,60,"Drama,History",Mei Hu,2010,3,18,3,125,Confucius,https://www.themoviedb.org/movie/34182
nan,nan,100,62,Comedy,Martin Bourboulon,2015,8,24,0,85,Daddy or Mommy,https://www.themoviedb.org/movie/319341
nan,nan,100,67,"Romance,Drama",Ritesh Batra,2017,9,29,4,101,Our Souls at Night,https://www.themoviedb.org/movie/433252
11.0,23.430766,100,51,"Comedy,Romance",Gregory Poirier,2001,3,30,4,95,Tomcats,https://www.themoviedb.org/movie/10646
nan,0.006713,100,57,"Drama,Horror",Jeremy Gardner,2020,2,20,3,83,After Midnight,https://www.themoviedb.org/movie/586595
nan,21.0,93,72,"Animation,Music,Comedy",Takahiko Kyougoku,2015,6,13,5,99,Love Live! The School Idol Movie,https://www.themoviedb.org/movie/333623
22.0,68.296293,100,72,Western,Kevin Costner,2003,8,29,4,139,Open Range,https://www.themoviedb.org/movie/2055
nan,2.850927,100,50,"Action,Adventure,Horror,Thriller",Sebastián Gutiérrez,2007,4,28,5,97,Rise: Blood Hunter,https://www.themoviedb.org/movie/1872
nan,nan,100,62,"Horror,Thriller",Brandon Christensen,2020,12,3,3,83,Z,https://www.themoviedb.org/movie/623520
nan,nan,100,41,"Drama,War",Erwin C. Dietrich,1973,1,1,0,95,She Devils of the SS,https://www.themoviedb.org/movie/86493
